,news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
0,https://www.youtube.com/watch?v=SW5FbBFzVLE,https://cdn.snapi.dev/images/v1/s/w/sw5fbbfzvle.jpg,"Tesla shifts to online sales, lowers price of Model 3","CNBC's Phil LeBeau reports on the latest from Tesla. Among the headlines, Tesla is phasing out its physical dealerships across the country and trying to shift sales to online. The company also announced that they will sell the Model 3 at $35,000. Musk says he expects to sell half a million Model 3 cars worldwide.",CNBC Television,"Thu, 28 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
1,https://www.youtube.com/watch?v=Gi1LzZVvrAM,https://cdn.snapi.dev/images/v1/g/i/gi1lzzvvram.jpg,Here’s everything that just happened at Tesla,"Elon Musk has fulfilled a decade-long goal with the $35,000 Model 3. Dozens of changes to Tesla came along with it.",Bloomberg Markets and Finance,"Thu, 28 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
2,https://www.youtube.com/watch?v=yOcNqS0dYTQ,https://cdn.snapi.dev/images/v1/y/o/yocnqs0dytq.jpg,Tesla's new online-only model faces challenges,"David Whiston, a Morningstar analyst, reacts to Tesla Inc.'s plan to shut many of its stores to help deliver a new Model 3 for $35,000. He speaks with Bloomberg's Emily Chang and Shery Ahn on ""Bloomberg Technology.""",Bloomberg Technology,"Thu, 28 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
3,https://www.youtube.com/watch?v=zAtWJqFy0ew,https://cdn.snapi.dev/images/v1/z/a/zatwjqfy0ew.jpg,Elon Musk changes his name to Elon Tusk,Tesla CEO Elon Musk has changed his Twitter handle to Elon Tusk.,Yahoo Finance,"Wed, 27 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
4,https://www.youtube.com/watch?v=-YlRzx-3zw8,https://cdn.snapi.dev/images/v1/y/l/ylrzx-3zw8.jpg,"Elon Musk launches $35,000 Tesla Model 3","Tesla Inc. is finally putting a $35,000 version of the Model 3 sedan on the market, almost three years after Chief Executive Officer Elon Musk started taking orders for the sedan. Loup Ventures co-founder Gene Munster and Bloomberg's Keith Naughton discuss on ""Bloomberg Technology.""",Bloomberg Technology,"Wed, 27 Feb 2019 19:00:00 -0500",[],Positive,Video,['TSLA']
5,https://www.youtube.com/watch?v=SfC5MbWTKeM,https://cdn.snapi.dev/images/v1/s/f/sfc5mbwtkem.jpg,"Tesla launches $35K Model 3 with shorter range, new interior","CNBC's Phil LeBeau reports on the news from Tesla. With CNBC's Melissa Lee and the Fast Money traders, Tim Seymour, Steve Grasso, Dan Nathan and Guy Adami.",CNBC Television,"Wed, 27 Feb 2019 19:00:00 -0500",[],Positive,Video,['TSLA']
6,https://www.youtube.com/watch?v=1AnYLHSrsE8,https://cdn.snapi.dev/images/v1/1/a/1anylhsrse8.jpg,Elon Musk takes to twitter to tease Tesla news,Zach Guzman and Kristin Myers of Yahoo Finance and Michael Block of Third Seven Advisors discuss what the latest news might be from Tesla.,Yahoo Finance,"Wed, 27 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
7,https://www.youtube.com/watch?v=wS9e2FwZxXI,https://cdn.snapi.dev/images/v1/w/s/ws9e2fwzxxi.jpg,What's important for investors as Tesla controversy continues with SEC,Bernstein's Toni Sacconaghi discusses Tesla's stock performance after controversies from Musk's tweets and questions as to whether the company can be profitable long term.,CNBC Television,"Wed, 27 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
8,https://www.youtube.com/watch?v=eI-uU31lHu0,https://cdn.snapi.dev/images/v1/e/i/ei-uu31lhu0.jpg,Tesla faces some money woes with a nearly $1 billion debt payment due Friday,"Tesla's debt deadline hits this week. With CNBC's Phil LeBeau and Melissa Lee, and the Fast Money traders, Pete Najarian, Tim Seymour, Steve Grasso and Guy Adami.",CNBC Television,"Tue, 26 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
9,https://www.cnbc.com/video/2019/02/27/cnbc-tech-check-morning-edition-february-27-2019.html,https://cdn.snapi.dev/images/v1/t/e/techcheck.jpg,CNBC Tech Check Morning Edition,CNBC's Tech Check brings you the latest in tech news from CNBC's 1 Market in the heart of San Francisco.,CNBC Television,"Tue, 26 Feb 2019 19:00:00 -0500",[],Neutral,Video,"['FB', 'GOOG', 'GOOGL', 'TSLA']"
10,https://www.youtube.com/watch?v=u0Yms_tLstE,https://cdn.snapi.dev/images/v1/u/0/u0yms-tlste.jpg,"Elon Musk SEC drama is a 'sideshow for the fundamental investor', says Bernstein's Sacconaghi","Toni Sacconaghi, Bernstein senior analyst, joins 'Fastautos Money Halftime Report' to discuss the SEC holding Tesla CEO Elon Musk in contempt after it found he violated their deal.",CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
11,https://www.youtube.com/watch?v=jFrkI8NIl5E,https://cdn.snapi.dev/images/v1/j/f/jfrki8nil5e.jpg,"Jim Cramer's thoughts on Home Depot, Macy's, Tesla, Indra Nooyi and Nikki Haley",Jim Cramer's tackling the top headlines from Tuesday morning.,The Street,"Mon, 25 Feb 2019 19:00:00 -0500",['cramer'],Neutral,Video,"['HD', 'AMZN', 'M', 'TSLA']"
12,https://www.youtube.com/watch?v=kHb5vxsQYeA,https://cdn.snapi.dev/images/v1/k/h/khb5vxsqyea.jpg,SEC wants judge to hold Elon Musk in contempt over tweets,Former prosecutor David Bruno on the SEC asking a federal judge to hold Tesla CEO Elon Musk in contempt over his recent tweets.,Fox Business,"Mon, 25 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
13,https://www.youtube.com/watch?v=7J0q21yr3og,https://cdn.snapi.dev/images/v1/7/j/7j0q21yr3ogv-1.jpg,Elon Musk is in hot water with the SEC again over tweets,"Andy Serwer of Yahoo Finance breaks down why Elon Musk's tweets are an issue with the U.S. Securities and Exchange Commission. The SEC is questioning recent tweets which state that Tesla would produce 500,000 cars this year.",Yahoo Finance,"Mon, 25 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
14,https://www.youtube.com/watch?v=RP4YGM4ImEA,https://cdn.snapi.dev/images/v1/r/p/rp4ygm4imea.jpg,Former SEC commissioner weighs in on the SEC allegations against Elon Musk,The U.S. Securities and Exchange Commission is asking the court to hold Tesla CEO Elon Musk in contempt. The S.E.C. says that Musk violated their December agreement by tweeting about Tesla without approval.,CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
15,https://www.youtube.com/watch?v=RWA6-uQYpRM,https://cdn.snapi.dev/images/v1/r/w/rwa6-uqyprm.jpg,Musk faces U.S. SEC contempt claim over two tweets,"Elon Musk faces a fresh round of regulatory trouble with the U.S. Securities and Exchange Commission for tweets about Tesla Inc. Bloomberg Intelligence's Matthew Bloxham reports on ""Bloomberg Surveillance.""",Bloomberg Markets and Finance,"Mon, 25 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
16,https://www.youtube.com/watch?v=yJtwBHuK7ns,https://cdn.snapi.dev/images/v1/y/j/yjtwbhuk7ns.jpg,SEC wants Elon Musk to be held in contempt of court for allegedly violating December agreement,"The U.S. Securities and Exchange Commission is asking the court to hold Tesla CEO Elon Musk in contempt. The S.E.C. says that Musk violated their December agreement by tweeting about Tesla without approval. Musk is firing back, tweeting multiple times about the allegations. CNBC's Phil LeBeau reports.",CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
17,https://www.bloomberg.com/news/videos/2019-02-26/apple-co-founder-wozniak-on-zuckerberg-ai-crypto-video,https://cdn.snapi.dev/images/v1/w/o/wozniak.jpg,"Apple Co-Founder Wozniak on Zuckerberg, AI, Crypto","Apple Inc. Co-Founder Steve Wozniak discusses how he lost respect for Facebook Inc. Chief Executive Officer Mark Zuckerberg after his congressional testimony. He also comments on the future of AI, tech startups, cryptocurrencies, and Apple's next innovation.",Bloomberg Markets and Finance,"Mon, 25 Feb 2019 19:00:00 -0500",[],Positive,Video,"['AAPL', 'FB', 'TSLA', 'TWTR']"
18,https://www.youtube.com/watch?v=JAcSUJnxfhM,https://cdn.snapi.dev/images/v1/j/a/jacsujnxfhm.jpg,"Musk will not be forced to leave Tesla over tweets, CFRA Analyst Says",The U.S. Securities and Exchange Commission on Monday asked a judge to hold Musk in contempt for violating a settlement that required him to get Tesla Inc.’s approval before communicating material information to investors.,Bloomberg Technology,"Mon, 25 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
19,https://www.youtube.com/watch?v=y--YW--Yiy4,https://cdn.snapi.dev/images/v1/s/e/sec.jpg,"Elon Musk a message case for the SEC, says former SEC deputy chief of staff","Michael Liftik, Quinn Emanuel Trial Lawyers, and Russell Duncan, Shulman Rogers, discuss what the likely SEC response will be following Tesla CEO Elon Musk's latest comments on Twitter.",CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
20,https://www.youtube.com/watch?v=9Oygxr1vDVM,https://cdn.snapi.dev/images/v1/t/s/tsl.jpg,Tesla facing more trauma after Elon Musk's latest Twitter rant,"Elon Musk's tweet puts Twitter in danger. Is his job as CEO at risk? With CNBC's Phil LeBeau and Melissa Lee, and the Fast Money traders, Tim Seymour, Brian Kelly, Karen Finerman and Guy Adami.",CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
21,https://www.youtube.com/watch?v=qVRTxnLIa38,https://cdn.snapi.dev/images/v1/q/v/qvrtxnlia38.jpg,"""Shut up Elon!"" Tesla investor pleads on Elon Musk tweeting",Ross Gerber of Gerber Kawasaki Wealth Management discusses the frustration over Elon Musk's tweeting and the SEC asking a judge to hold Musk in contempt of court over his latest tweet.,Yahoo Finance,"Mon, 25 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
22,https://www.youtube.com/watch?v=MDDutB1qdfQ,https://cdn.snapi.dev/images/v1/m/d/mddutb1qdfq.jpg,"Musk problem bigger than market realizes, says expert","CNBC's ""Power Lunch"" team discusses how much trouble Tesla CEO Elon Musk is in and what this may mean for investors, with Jeff Sonnenfeld, senior associate dean of Yale School of Management, and Matt DeLorenzo, managing editor of Kelley Blue Book.",CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
23,https://www.youtube.com/watch?v=8QVSbUfZM5s,https://cdn.snapi.dev/images/v1/8/q/8qvsbufzm5s.jpg,Full interview with Lee Cooperman on Elon Musk (Tesla) & Amazon.,"Lee Cooperman, Omega Advisors founder, chairman and CEO, sits down with CNBC's Leslie Picker to discuss his long-term economic concerns, shares his thoughts on socialism and on market conditions.",CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",[],Neutral,Video,"['AMZN', 'TSLA']"
24,https://www.youtube.com/watch?v=JNXiKAemf2o,https://cdn.snapi.dev/images/v1/j/n/jnxikaemf2o.jpg,"Elon Musk has been pushing the SEC deal for the last few months, says WSJ's Higgins",The Wall Street Journal's Tim Higgins and CNBC's Phil LeBeau join Kelly Evans on 'The Exchange' to discuss the situation between the SEC and Tesla CEO Elon Musk after the SEC says Elon Musk violated their deal.,CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
25,https://www.youtube.com/watch?v=TtYCxsetm54,https://cdn.snapi.dev/images/v1/t/t/ttycxsetm54.jpg,Cramer: Elon Musk should be removed from Tesla as CEO for attacking the SEC,"The U.S. Securities and Exchange Commission is asking the court to hold Tesla CEO Elon Musk in contempt. The S.E.C. says that Musk violated their December agreement by tweeting about Tesla without approval. Musk is firing back, tweeting multiple times about the allegations. CNBC's Jim Cramer weighs in on the situation.",CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500","['CEO', 'cramer']",Negative,Video,['TSLA']
26,https://www.youtube.com/watch?v=n9g9Ra44szs,https://cdn.snapi.dev/images/v1/n/9/n9g9ra44szs.jpg,Lee Cooperman: Elon Musk has to behave like an adult,"Lee Cooperman, Omega Advisors founder, chairman and CEO, sits down with CNBC's Leslie Picker to discuss the situation between Tesla CEO Elon Musk and the SEC.",CNBC Television,"Mon, 25 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
27,https://www.youtube.com/watch?v=rNpghY7M0LI,https://cdn.snapi.dev/images/v1/t/e/tesla.jpg,Warren Buffett: Electric cars are in America's future,"In an interview with CNBC's Becky Quick and Joe Kernan, Berkshire Hathaway's Chairman and CEO Warren Buffett addresses why he has invested in autos and electric cars in China more than in the United States. Buffett addresses the future of electric cars in America and how the operation to create more solar powered cars differs in America than in China.",CNBC Television,"Sun, 24 Feb 2019 19:00:00 -0500",['wbuffett'],Positive,Video,['TSLA']
28,https://www.youtube.com/watch?v=mAnb_FComTs,https://cdn.snapi.dev/images/v1/m/a/manb-fcomts.jpg,Musk's SpaceX launches second Falcon 9 rocket this year,"Tesla's Model 3 has dragged the company's stock lower. Luckily, Musk can look to SpaceX's successful launch of its second Falcon 9 rocket of this year. Yahoo Finance's Dan Roberts, Kristin Myers, and Heidi Chung break down the details.",Yahoo Finance,"Thu, 21 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
29,https://www.youtube.com/watch?v=h0K1t3xVNW4,https://cdn.snapi.dev/images/v1/h/0/h0k1t3xvnw4.jpg,Model 3 loses Consumer Reports recommendation,"Heidi Chung, Kristin Myers and Dan Roberts of Yahoo Finance discuss Consumer Reports not recommending Tesla's Model 3 and some of the challenges facing the company.",Yahoo Finance,"Thu, 21 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
30,https://www.youtube.com/watch?v=_B8yFj0F8xs,https://cdn.snapi.dev/images/v1/b/8/b8yfj0f8xs.jpg,"Musk is over-promising on autonomous vehicles, says AutoNation CEO Mike Jackson",AutoNation CEO Mike Jackson criticized Tesla CEO Elon Musk's marketing of his autonomous vehicles as well as his practice of taking orders on the Model 3.,CNBC Television,"Thu, 21 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
31,https://www.youtube.com/watch?v=h6zK5YwH4hk,https://cdn.snapi.dev/images/v1/h/6/h6zk5ywh4hk.jpg,Elon Musk gives timeline for fully autonomous cars,"Tasha Keeney Ark investment analyst discusses her interview with Elon Musk and the Tesla timeline for full autonomous vehicles, regulation and Tesla production.",Yahoo Finance,"Wed, 20 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
32,https://www.youtube.com/watch?v=cXHawknBh1A,https://cdn.snapi.dev/images/v1/c/x/cxhawknbh1a.jpg,Tesla shares tumble after Consumer Reports rips Model 3,"The Car Coach Lauren Fix on how Tesla shares fell, after Consumer Reports says it will no longer recommend the Model 3 due to reliability issues.",Fox Business,"Wed, 20 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
33,https://www.youtube.com/watch?v=rtSAoHT-5UA,https://cdn.snapi.dev/images/v1/r/t/rtsaoht-5ua.jpg,Tesla's Model 3 loses consumer reports recommendation,"Tesla Inc.’s Model 3 lost a coveted recommendation from Consumer Reports, dropping its brand from the top 10 of the magazine’s annual ranking. Bloomberg's Chester Dawson reports on ""Bloomberg Technology.""",Bloomberg Technology,"Wed, 20 Feb 2019 19:00:00 -0500",[],Negative,Video,['TSLA']
34,https://www.youtube.com/watch?v=O4P4w7XM_w0,https://cdn.snapi.dev/images/v1/o/4/o4p4w7xm-w0.jpg,Consumer Reports no longer recommends the Tesla Model 3,Shares of Tesla fell as as Consumer Reports said it could no longer recommend the auto manufacturer's Model 3 electric car. The report compiled thousands of owner reviews and found that build quality was the biggest reason to take away the recommendation.,CNBC Television,"Wed, 20 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
35,https://www.youtube.com/watch?v=i25FwVcHpvA,https://cdn.snapi.dev/images/v1/i/2/i25fwvchpva.jpg,Tesla no longer recommended by Consumer Reports partly due to liability issue,Consumer Reports pulls its recommendation for Tesla's Model 3 vehicle due to a number of issues. CNBC's Phil LeBeau reports.,CNBC Television,"Wed, 20 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
36,https://www.youtube.com/watch?v=U9pK7tKZVn8,https://cdn.snapi.dev/images/v1/u/9/u9pk7tkzvn8.jpg,Wall Street is focusing too much on Tesla's production,"Tasha Keeney, Ark Invest analyst, and Bloomberg's Craig Trudell discuss the road ahead for Tesla Inc. with Bloomberg's Emily Chang on ""Bloomberg Technology.""",Bloomberg Technology,"Tue, 19 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
