,news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
0,https://www.cnbc.com/2019/12/27/tesla-set-to-begin-deliveries-of-china-made-model-3-cars-on-dec-30.html,https://cdn.snapi.dev/images/v1/n/9/105926045-1558476253643gettyimages-1149766443.jpeg,Tesla set to begin deliveries of China-made Model 3 cars on December 30,"U.S. electric vehicle maker Tesla Inc will begin delivering Model 3 vehicles built at its Shanghai factory on Monday, a company representative told Reuters.",CNBC,"Fri, 27 Dec 2019 05:47:16 -0500",[],Positive,Article,['TSLA']
1,https://www.benzinga.com/news/19/12/15045181/tesla-to-start-delivering-its-first-china-made-models-on-monday,https://cdn.snapi.dev/images/v1/4/0/ts6-1.jpg,Tesla To Start Delivering Its First China-Made Models On Monday,"California-based automaker Tesla Inc. (NASDAQ: TSLA) will deliver the first units of its China-made Model 3 electric vehicle to 15 customers on Monday, a company representative told Reuters.",Benzinga,"Fri, 27 Dec 2019 05:45:23 -0500",[],Positive,Article,['TSLA']
2,https://www.reuters.com/article/us-tesla-china/tesla-set-to-begin-deliveries-of-china-made-model-3-cars-on-dec-30-idUSKBN1YV0MB,https://cdn.snapi.dev/images/v1/n/r/m02d20190613t2i1397473384rlynxnpef5c1ftw640.jpg,Tesla set to begin deliveries of China-made Model 3 cars on Dec. 30,"U.S. electric vehicle maker Tesla Inc  will begin delivering Model 3 vehicles built at its Shanghai factory on Monday, a company representative told Reuters.",Reuters,"Fri, 27 Dec 2019 04:39:27 -0500",[],Positive,Article,['TSLA']
3,https://www.reuters.com/article/us-tesla-china/tesla-to-deliver-15-china-made-model-3-vehicles-to-customers-on-dec-30-idUSKBN1YV0MB,https://cdn.snapi.dev/images/v1/f/7/elon2.jpg,Tesla to deliver 15 China-made Model 3 vehicles to customers on Dec. 30,"U.S. electric vehicle maker Tesla Inc  will deliver 15 China-made Model 3 vehicles to customers from its Shanghai factory on Monday, a company representative told Reuters.",Reuters,"Fri, 27 Dec 2019 04:05:49 -0500",[],Positive,Article,['TSLA']
4,https://www.investors.com/news/tesla-elonmusk-it-technology-china/,https://cdn.snapi.dev/images/v1/w/w/ts6-3.jpg,Tesla Scores A Win In China As Local Model 3 Gets Tax Exemption,"Tesla  won exemption from a 10% purchase tax for its China-built Model 3 sedans, a potential boon for Elon Musk's company as it prepares to begin deliveries of locally manufactured... Read More 
The post Tesla Scores A Win In China As Local Model 3 Gets Tax Exemption appeared first on Investor's Business Daily.",Investors Business Daily,"Fri, 27 Dec 2019 03:48:49 -0500",[],Positive,Article,['TSLA']
5,https://www.benzinga.com/news/19/12/15044831/tesla-gets-1-6b-loan-from-chinese-banks-for-shanghai-gigafactory,https://cdn.snapi.dev/images/v1/g/m/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5209172fmodel-x.jpg,Tesla Gets $1.6B Loan From Chinese Banks For Shanghai Gigafactory,"Tesla Inc. (NASDAQ: TSLA) has secured $1.6 billion in loans from a host of Chinese banks for its Shanghai ""gigafactory,"" the company's filing with the Securities and Exchange Commission on Thursday shows.",Benzinga,"Thu, 26 Dec 2019 23:32:22 -0500",[],Neutral,Article,['TSLA']
6,https://www.zacks.com/stock/news/689338/3-large-cap-stocks-to-improve-your-portfolio-in-2020,https://cdn.snapi.dev/images/v1/r/w/sto002-1.jpg,3 Large Cap Stocks to Improve Your Portfolio in 2020,"The stock market continued its historic run Thursday as the NASDAQ Composite reached 9,000 for the first time.",Zacks Investment Research,"Thu, 26 Dec 2019 19:04:00 -0500",[],Positive,Article,"['COST', 'MSFT', 'TSLA']"
7,https://www.cnbc.com/2019/12/26/tesla-secures-1point29-billion-loan-from-chinese-banks-for-shanghai-factory.html,https://cdn.snapi.dev/images/v1/z/f/105786681-1552323674808gettyimages-1128344984530x298.jpeg,Tesla secures $1.29 billion loan from Chinese banks for Shanghai factory.,"Tesla entered into agreements with lenders in China for a secured term loan facility of up to 9 billion yuan ($1.29 billion), according to a regulatory filing on Thursday.",CNBC,"Thu, 26 Dec 2019 18:43:39 -0500",[],Positive,Article,['TSLA']
8,https://www.reuters.com/article/us-tesla-china-loan/tesla-secures-1-29-billion-loan-from-chinese-banks-for-shanghai-factory-idUSKBN1YU19F,https://cdn.snapi.dev/images/v1/k/p/tes23-2.jpg,Tesla secures $1.29 billion loan from Chinese banks for Shanghai factory,"Tesla Inc entered into agreements with lenders in China for a secured term loan facility of up to 9 billion yuan ($1.29 billion), according to a regulatory filing on Thursday.",Reuters,"Thu, 26 Dec 2019 17:34:07 -0500",[],Positive,Article,['TSLA']
9,https://www.marketwatch.com/story/tesla-confirms-loans-for-gigafactory-in-china-2019-12-26,https://cdn.snapi.dev/images/v1/t/w/105926045-1558476253643gettyimages-1149766443.jpeg,Tesla confirms loans for 'Gigafactory' in China,"Tesla Inc. TSLA, +1.34% confirmed in a filing Thursday afternoon that it has secured local loans in China for its ""Gigafactory"" in the country.",Market Watch,"Thu, 26 Dec 2019 17:28:49 -0500",[],Positive,Article,['TSLA']
10,https://www.benzinga.com/analyst-ratings/analyst-color/19/12/15042829/gene-munster-talks-teslas-opportunity-apples-valuation-netflixs-headwinds,https://cdn.snapi.dev/images/v1/x/l/tesla-8.jpg,"Gene Munster Talks Tesla's Opportunity, Apple's Valuation, Netflix's Headwinds","Loup Ventures founder Gene Munster recently joined PreMarket Prep and co-host Joel Elconin for a live version of the ""Frontier Tech With Gene Munster"" podcast.",Benzinga,"Thu, 26 Dec 2019 14:16:59 -0500",[],Neutral,Article,['TSLA']
11,https://www.zacks.com/commentary/689044/tesla-collar-update,https://cdn.snapi.dev/images/v1/6/j/gettyimages-187005526jpgw600.jpg,Tesla Collar Update,Tesla Collar Update,Zacks Investment Research,"Thu, 26 Dec 2019 13:49:00 -0500",[],Neutral,Article,['TSLA']
12,https://www.youtube.com/watch?v=Fkm1Q1qFSH8,https://cdn.snapi.dev/images/v1/m/z/how-china-is-taking-on-tesla.jpg,How China is taking on Tesla,Electric car companies are facing challenges as the Chinese economy slows and subsidies are being phased out.,Yahoo Finance,"Thu, 26 Dec 2019 13:31:43 -0500",[],Positive,Video,['TSLA']
