,news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
0,https://www.youtube.com/watch?v=h8drXDtPzPY,https://cdn.snapi.dev/images/v1/h/8/h8drxdtpzpy.jpg,Why SpaceX and Blue Origin are competing with China,Elon Musk's SpaceX and Jeff Bezos' Blue Origin have long dominated the news with their respective advances in private space travel industry. But two private Chinese companies are also making big moves and gaining billions in investments as China's state space agency announces its own ambitious goals.,CNBC,"Thu, 14 Feb 2019 19:00:00 -0500",[],Neutral,Video,"['AMZN', 'TSLA']"
1,https://www.youtube.com/watch?v=_nKkQA1gdqs,https://cdn.snapi.dev/images/v1/n/k/nkkqa1gdqs.jpg,"Warren Buffett trims stake in Tech, doubles down on Banks","Warren Buffett, Stan Druckenmiller and the rest of the U.S. hedge fund pantheon disclosed their equity investments for the fourth quarter of 2018. The takeaway: many reduced their U.S. equity holdings and it may have been from December's stock dive.",Bloomberg Markets and Finance,"Thu, 14 Feb 2019 19:00:00 -0500",['wbuffett'],Neutral,Video,"['AAPL', 'AMZN', 'BAC', 'BK', 'GOOG', 'GOOGL', 'JPM', 'MSFT', 'ORCL', 'PNC', 'TSLA']"
2,https://www.youtube.com/watch?v=5Z0tXQanw_4,https://cdn.snapi.dev/images/v1/5/z/5z0txqanw-4.jpg,"With competition heating up, is Tesla losing its dominance?","Adam Jonas, Morgan Stanley auto analyst, on why Tesla's current dominance is unsustainable. With CNBC's Phil LeBeau and Melissa Lee, and the Fast Money traders, Tim Seymour, Brian Kelly, Dan Nathan and Guy Adami.",CNBC Television,"Tue, 12 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
3,https://www.youtube.com/watch?v=6mskBqNBM_A,https://cdn.snapi.dev/images/v1/6/m/6mskbqnbm-a.jpg,How the trade war impacts Tesla's push into China,"Tesla Inc. is loading as many Model 3 sedans as it can onto vessels destined for the People’s Republic before the March 1 expiration of the U.S-China trade war truce. Bloomberg Businessweek's Max Chafkin has more on ""Bloomberg Technology.""",Bloomberg Technology,"Tue, 12 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
4,https://www.youtube.com/watch?v=AQwFaAipfPI,https://cdn.snapi.dev/images/v1/a/q/aqwfaaipfpi.jpg,Why Rivian may be a threat to Tesla,"Michelle Krebs of AutoTrader and Jessica Caldwell of Edmunds join CNBC's ""Power Lunch"" team to talk about a report from Reuters about Amazon and GM in talks to take stake in Rivian, an electric car maker.",CNBC Television,"Tue, 12 Feb 2019 19:00:00 -0500",[],Neutral,Video,"['TSLA', 'AMZN', 'GM']"
5,https://www.youtube.com/watch?v=iBbxmDwpyXg,https://cdn.snapi.dev/images/v1/i/b/ibbxmdwpyxg.jpg,Auto industry doesn’t seem anywhere near recession,"James Albertine, strategy VP at MileOne Autogroup, examines the prospect of an auto industry recession and increasing auto loan delinquencies. He speaks with Bloomberg's Jonathan Ferro on ""Bloomberg Markets: The Open.""",Bloomberg Markets and Finance,"Tue, 12 Feb 2019 19:00:00 -0500",[],Neutral,Video,"['F', 'FCAU', 'GM', 'TSLA']"
6,https://www.youtube.com/watch?v=16kc0_aWhIQ,https://cdn.snapi.dev/images/v1/1/6/16kc0-awhiq.jpg,"This $15,500 Electric Three-Wheeler Is Tesla's Latest Competitor",It’s all-electric like a Tesla. It’s priced like a Ford Fiesta. It’s also one of the weirdest-looking vehicles you’ve ever seen -- but may just redefine the commuter car. Bloomberg's Ed Ludlow goes to Vancouver to take a ride in the Solo.,Bloomberg Technology,"Mon, 11 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
7,https://www.youtube.com/watch?v=3EQcGVJAFx0,https://cdn.snapi.dev/images/v1/3/e/3eqcgvjafx0.jpg,"Tesla needs China, but faces stiff competition","Tesla recently broke ground on Gigafactory 3 in Shanghai and has grand ambitions in China but it faces serious competition there from a mix of Chinese and foreign automakers already manufacturing electric vehicles there, for example: BYD, BAIC Group, SAIC and Nio; and BMW, Mercedes, Audi and Toyota.",CNBC,"Mon, 11 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
8,https://www.youtube.com/watch?v=aB6z88u729Y,https://cdn.snapi.dev/images/v1/a/b/ab6z88u729y.jpg,Why one analyst thinks Tesla's stock is about to kick into overdrive,"A Canaccord Genuity analyst calls for a 40 percent rally in Tesla. With CNBC's Phil LeBeau and Brian Sullivan, and the Fast Money traders, Pete Najarian, Tim Seymour, Dan Nathan and Guy Adami.",CNBC Television,"Sun, 10 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
9,https://www.youtube.com/watch?v=HRTTlmSLK3w,https://cdn.snapi.dev/images/v1/h/r/hrttlmslk3w.jpg,Elon Musk puts home up for sale,Elon Musk puts his California home on the market for $4.5 million.,Yahoo Finance,"Sun, 10 Feb 2019 19:00:00 -0500",[],Neutral,Video,['TSLA']
